codigo_aeronave,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_aviacao,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,classificacao,tipo,localidade,uf,pais,quantidade_recomendacoes,aeronaves_envolvidas,dia,mes,ano,periodo_mes,dia_semana,periodo_semana,hora,periodo_dia
15240,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1950,6.0,2009.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTA RITA DE CÁSSIA,BA,BRASIL,0,1,19,9,2015,meio,5,fds,20,noite
15391,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2010.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,1,ACIDENTE,PERDA DE CONTROLE EM VOO,GUARANI,MG,BRASIL,0,1,25,10,2015,fim,6,fds,19,noite
15403,3992,AVIÃO,DIAMOND AIRCRAFT,DA 42 NG,PISTÃO,2.0,1900,4.0,2010.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ATIBAIA,SP,BRASIL,0,1,16,12,2014,meio,1,semana,17,tarde
15481,3992,AVIÃO,CESSNA AIRCRAFT,680,JATO,2.0,13744,11.0,2008.0,BRASIL,PARTICULAR,POUSO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,0,1,8,10,2015,inicio,3,semana,16,tarde
15724,3992,AVIÃO,CESSNA AIRCRAFT,170,PISTÃO,1.0,998,4.0,0.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MARANGUAPE,CE,BRASIL,0,1,11,7,2014,meio,4,semana,13,tarde
15830,6018,HELICÓPTERO,BELL HELICOPTER,206L-3,TURBOEIXO,1.0,1882,7.0,1991.0,BRASIL,ADMINISTRAÇÃO DIRETA,ARREMETIDA NO AR,POLICIAL,DESTRUÍDA,4,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,MACEIÓ,AL,BRASIL,0,1,23,9,2015,fim,2,semana,13,tarde
15865,2353,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969,11.0,2000.0,BRASIL,ADMINISTRAÇÃO DIRETA,POUSO,NÃO REGULAR,LEVE,0,INCIDENTE GRAVE,POUSO ANTES DA PISTA,MARABÁ,PA,BRASIL,0,1,3,5,2014,inicio,5,fds,19,noite
15915,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1987.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MONTENEGRO,RS,BRASIL,1,1,10,7,2014,inicio,3,semana,15,tarde
15939,2358,AVIÃO,CESSNA AIRCRAFT,U206G,PISTÃO,1.0,1633,6.0,1979.0,BRASIL,ADMINISTRAÇÃO DIRETA,CRUZEIRO,NÃO REGULAR,NENHUM,0,ACIDENTE,PANE SECA,RORAINÓPOLIS,RR,BRASIL,1,1,26,10,2014,fim,6,fds,17,tarde
16059,317,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1990.0,BRASIL,INSTRUÇÃO,NAVEGAÇÃO A BAIXA ALTURA,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,BARRA DO RIBEIRO,RS,BRASIL,0,1,24,9,2014,fim,2,semana,16,tarde
16077,242,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1991.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,BEBEDOURO,SP,BRASIL,0,1,19,7,2014,meio,5,fds,18,tarde
16122,143,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1992.0,BRASIL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ARARAQUARA,SP,BRASIL,0,1,13,2,2014,meio,3,semana,17,tarde
16152,251,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,INSTRUÇÃO,SUBIDA,INSTRUÇÃO,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CORREIA PINTO,SC,BRASIL,0,1,15,11,2014,meio,5,fds,17,tarde
16165,155,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1993.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,GARIBALDI,RS,BRASIL,0,1,21,11,2015,fim,5,fds,19,noite
16183,137,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1946.0,BRASIL,INSTRUÇÃO,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,RIO GRANDE,RS,BRASIL,0,1,15,4,2014,meio,1,semana,18,tarde
16188,204,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660,2.0,1961.0,BRASIL,INSTRUÇÃO,PARTIDA DO MOTOR,INSTRUÇÃO,NENHUM,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,MARINGÁ,PR,BRASIL,0,1,31,8,2014,fim,6,fds,14,tarde
16223,237,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1948.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,NENHUM,0,ACIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,PASSO FUNDO,RS,BRASIL,0,1,23,3,2014,fim,6,fds,17,tarde
16243,204,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660,2.0,1961.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ITÁPOLIS,SP,BRASIL,0,1,17,12,2015,meio,3,semana,21,noite
16277,290,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1987.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,TATUÍ,SP,BRASIL,0,1,11,10,2014,meio,5,fds,16,tarde
16440,1928,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,2012.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPINA GRANDE DO SUL,PR,BRASIL,0,1,27,10,2014,fim,0,semana,16,tarde
16482,870,AVIÃO,AMERICAN CHAMPION,8KCAB,PISTÃO,1.0,816,2.0,1997.0,BRASIL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,TIETÊ,SP,BRASIL,0,1,1,5,2015,inicio,4,semana,20,noite
16548,3992,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,TURBOEIXO,2.0,4920,10.0,2010.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,5,ACIDENTE,INDETERMINADA,CARAPICUÍBA,SP,BRASIL,0,1,2,4,2015,inicio,3,semana,20,noite
16818,3992,AVIÃO,RAYTHEON AIRCRAFT,58,PISTÃO,2.0,2495,6.0,2006.0,BRASIL,PARTICULAR,TÁXI,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,PASSO FUNDO,RS,BRASIL,0,1,21,1,2015,fim,2,semana,12,manha
16860,3992,AVIÃO,CESSNA AIRCRAFT,525,JATO,2.0,4808,0.0,2005.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARUANÃ,GO,BRASIL,0,1,13,6,2014,meio,4,semana,10,manha
17058,6021,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,2013.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,2,ACIDENTE,INDETERMINADA,RIBEIRÃO PRETO,SP,BRASIL,0,1,23,3,2014,fim,6,fds,13,tarde
17952,3992,AVIÃO,ROBERTO VENICIO LIMA DANTAS,RV-10,PISTÃO,1.0,1224,4.0,2010.0,BRASIL,EXPERIMENTAL,SUBIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,AFONSO CLÁUDIO,ES,BRASIL,0,1,8,5,2015,inicio,4,semana,11,manha
18211,3992,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1965.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE COMPONENTE NO SOLO,UBERABA,MG,BRASIL,0,1,23,12,2014,fim,1,semana,17,tarde
18211,3992,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1965.0,BRASIL,PARTICULAR,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,1,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PATROCÍNIO,MG,BRASIL,0,1,5,6,2015,inicio,4,semana,15,tarde
18224,3733,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,TURBOEIXO,2.0,2600,6.0,1998.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,5,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ATALAIA DO NORTE,AM,BRASIL,0,1,29,5,2015,fim,4,semana,23,noite
18254,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2013.0,BRASIL,PARTICULAR,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,PRIMAVERA DO LESTE,MT,BRASIL,0,1,29,12,2014,fim,0,semana,13,tarde
18267,3992,AVIÃO,CESSNA AIRCRAFT,560XLS+,JATO,2.0,9163,14.0,2010.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTOS,SP,BRASIL,13,1,13,8,2014,meio,2,semana,13,tarde
18452,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1973.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,ASSUNÇÃO DO PIAUÍ,PI,BRASIL,0,1,11,4,2015,meio,5,fds,22,noite
18491,3992,AVIÃO,BEECH AIRCRAFT,G58,PISTÃO,2.0,2495,6.0,2005.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,ARAGUAÍNA,TO,BRASIL,0,1,15,12,2015,meio,1,semana,13,tarde
18525,3992,AVIÃO,CESSNA AIRCRAFT,172RG,PISTÃO,1.0,1202,4.0,1981.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SANTO ANTÔNIO DE GOIÁS,GO,BRASIL,0,1,20,5,2015,meio,2,semana,14,tarde
18559,3992,AVIÃO,HAWKER BEECHCRAFT,C90GTI,TURBOÉLICE,2.0,4581,8.0,2008.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,3,ACIDENTE,PERDA DE CONTROLE EM VOO,BELO HORIZONTE,MG,BRASIL,0,1,7,6,2015,inicio,6,fds,18,tarde
18686,1008,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,2.0,11000,0.0,2013.0,BRASIL,TÁXI AÉREO,PAIRADO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,OUTROS TIPOS,MACAÉ,RJ,BRASIL,0,1,17,12,2014,meio,2,semana,18,tarde
18904,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2012.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,2,ACIDENTE,PERDA DE CONTROLE EM VOO,FAMA,MG,BRASIL,0,1,20,9,2014,meio,5,fds,15,tarde
18969,160,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1978.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ITATIBA,SP,BRASIL,0,1,5,4,2015,inicio,6,fds,11,manha
18986,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1969,6.0,2007.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,MARINGÁ,PR,BRASIL,0,1,9,2,2014,inicio,6,fds,20,noite
19119,3992,AVIÃO,CESSNA AIRCRAFT,150H,PISTÃO,1.0,726,2.0,1968.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,2,ACIDENTE,PERDA DE CONTROLE EM VOO,RONDONÓPOLIS,MT,BRASIL,0,1,22,10,2015,fim,3,semana,11,manha
19172,3992,AVIÃO,CESSNA AIRCRAFT,T210N,PISTÃO,1.0,1814,6.0,1979.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,COM TREM DE POUSO,BELÉM,PA,BRASIL,0,1,3,7,2015,inicio,4,semana,13,tarde
19214,5582,AVIÃO,CESSNA AIRCRAFT,172N,PISTÃO,1.0,1043,4.0,1976.0,BRASIL,INSTRUÇÃO,TÁXI,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BELO HORIZONTE,MG,BRASIL,0,1,31,8,2015,fim,0,semana,14,tarde
19225,3992,HELICÓPTERO,ROBINSON HELICOPTER,R66,TURBOEIXO,1.0,1225,5.0,2012.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SIRINHAÉM,PE,BRASIL,0,1,11,11,2015,meio,2,semana,17,tarde
19231,3992,AVIÃO,BEECH AIRCRAFT,200,TURBOÉLICE,2.0,5670,10.0,1980.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,NENHUM,0,INCIDENTE GRAVE,PANE SECA,MIRANORTE,TO,BRASIL,0,1,9,4,2014,inicio,2,semana,17,tarde
19250,5994,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,BK117 C-2 ,TURBOEIXO,2.0,3585,9.0,2013.0,BRASIL,ADMINISTRAÇÃO DIRETA,PAIRADO,POLICIAL,NENHUM,0,ACIDENTE,OUTROS TIPOS,CAUCAIA,CE,BRASIL,0,1,26,6,2015,fim,4,semana,20,noite
19281,86,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1485,1.0,1977.0,BRASIL,AGRÍCOLA,APROXIMAÇÃO FINAL,AGRÍCOLA,LEVE,0,ACIDENTE,FALHA DO MOTOR EM VOO,JOSÉ BONIFÁCIO,SP,BRASIL,0,1,21,1,2014,fim,1,semana,14,tarde
19292,6010,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1980.0,BRASIL,INSTRUÇÃO,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,JUNDIAÍ,SP,BRASIL,0,1,27,11,2015,fim,4,semana,12,manha
19332,3992,AVIÃO,CESSNA AIRCRAFT,T182T,PISTÃO,1.0,1406,4.0,2006.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO ANTES DA PISTA,TATUÍ,SP,BRASIL,0,1,9,7,2015,inicio,3,semana,16,tarde
19414,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2006.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,GUARACIABA DO NORTE,CE,BRASIL,0,1,26,3,2015,fim,3,semana,20,noite
19482,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2010.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,OUTROS TIPOS,SANTO ÂNGELO,RS,BRASIL,0,1,3,3,2014,inicio,0,semana,13,tarde
19503,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2003.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,PORTO BELO,SC,BRASIL,2,1,22,2,2015,fim,6,fds,17,tarde
19518,3992,AVIÃO,CESSNA AIRCRAFT,210K,PISTÃO,1.0,1724,6.0,1970.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO SEM TREM,JACAREACANGA,PA,BRASIL,0,1,22,9,2015,fim,1,semana,22,noite
19542,1652,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,TURBOEIXO,1.0,1715,5.0,2002.0,BRASIL,ADMINISTRAÇÃO DIRETA,APROXIMAÇÃO FINAL,POLICIAL,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,LUZIÂNIA,GO,BRASIL,0,1,2,5,2014,inicio,4,semana,19,noite
19565,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2012.0,BRASIL,PARTICULAR,POUSO,AGRÍCOLA,SUBSTANCIAL,0,INCIDENTE GRAVE,OUTROS TIPOS,RIACHÃO DAS NEVES,BA,BRASIL,0,1,24,3,2015,fim,1,semana,14,tarde
19636,3992,AVIÃO,RAYTHEON AIRCRAFT,B300,TURBOÉLICE,2.0,6804,11.0,2006.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,ESTOURO DE PNEU,MANAUS,AM,BRASIL,1,1,1,9,2014,inicio,0,semana,12,manha
19725,4088,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1976.0,BRASIL,TÁXI AÉREO,INDETERMINADA,TÁXI AÉREO,SUBSTANCIAL,1,ACIDENTE,INDETERMINADA,COTRIGUAÇU,MT,BRASIL,0,1,24,2,2014,fim,0,semana,9,manha
19729,3984,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1976.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,POUSO LONGO,UIRAMUTÃ,RR,BRASIL,0,1,20,8,2014,meio,2,semana,18,tarde
19878,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2006.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,ITU,SP,BRASIL,0,1,24,1,2015,fim,5,fds,14,tarde
19947,2558,HELICÓPTERO,BELL HELICOPTER,206L-4,TURBOEIXO,1.0,2018,7.0,2010.0,BRASIL,ADMINISTRAÇÃO INDIRETA,POUSO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,SANTA INÊS,MA,BRASIL,0,1,7,7,2015,inicio,1,semana,20,noite
19957,6021,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,2013.0,BRASIL,INSTRUÇÃO,DECOLAGEM VERTICAL,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,VERA CRUZ,SP,BRASIL,0,1,11,10,2015,meio,6,fds,19,noite
19976,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2006.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,2,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SANTA MÔNICA,PR,BRASIL,0,1,10,1,2015,inicio,5,fds,22,noite
19992,3897,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,TURBOEIXO,2.0,9299,21.0,1977.0,BRASIL,TÁXI AÉREO,APROXIMAÇÃO FINAL,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,FOD - DANO CAUSADO POR OBJETO ESTRANHO,COARI,AM,BRASIL,0,1,16,8,2014,meio,5,fds,11,manha
19995,2558,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,7.0,2010.0,BRASIL,ADMINISTRAÇÃO INDIRETA,INDETERMINADA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,NOVO PROGRESSO,PA,BRASIL,0,1,25,7,2014,fim,4,semana,11,manha
20235,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2494,6.0,1999.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,VÁRZEA GRANDE,MT,BRASIL,0,1,30,9,2014,fim,1,semana,11,manha
20452,3992,AVIÃO,PIPER AIRCRAFT,PA-46-500TP,TURBOÉLICE,1.0,2310,6.0,2012.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,ITAITUBA,PA,BRASIL,0,1,12,1,2014,meio,6,fds,20,noite
20547,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1976.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,OURILÂNDIA DO NORTE,PA,BRASIL,0,1,26,4,2015,fim,6,fds,15,tarde
20576,2533,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,759,2.0,1981.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,POUSO BRUSCO,JOINVILLE,SC,BRASIL,1,1,3,2,2015,inicio,1,semana,17,tarde
20581,3140,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1975.0,BRASIL,TÁXI AÉREO,DESCIDA,TÁXI AÉREO,DESTRUÍDA,5,ACIDENTE,FALHA DO MOTOR EM VOO,JACAREACANGA,PA,BRASIL,1,1,18,3,2014,meio,1,semana,15,tarde
20824,3992,AVIÃO,TWIN COMMANDER,695A,TURBOÉLICE,2.0,5080,9.0,1982.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,JUNDIAÍ,SP,BRASIL,0,1,6,6,2014,inicio,4,semana,16,tarde
20928,5582,AVIÃO,CESSNA AIRCRAFT,172N,PISTÃO,1.0,1043,0.0,1977.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,JUATUBA,MG,BRASIL,1,1,10,10,2014,inicio,4,semana,18,tarde
20956,3992,HELICÓPTERO,EUROCOPTER FRANCE,EC 130 B4,TURBOEIXO,1.0,2427,7.0,2004.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,GOIANIRA,GO,BRASIL,0,1,23,8,2014,fim,5,fds,13,tarde
21091,3897,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6800,17.0,2013.0,BRASIL,TÁXI AÉREO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,FUMAÇA NA CABINE,RIO DE JANEIRO,RJ,BRASIL,0,1,16,11,2015,meio,0,semana,18,tarde
21115,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1975.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,RONDONÓPOLIS,MT,BRASIL,0,1,16,6,2015,meio,1,semana,17,tarde
21170,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1975.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,INDETERMINADA,SÃO FÉLIX DO XINGU,PA,BRASIL,0,1,21,5,2015,fim,3,semana,13,tarde
21222,3992,ANFÍBIO,CESSNA AIRCRAFT,208 ANFIBIO,TURBOÉLICE,1.0,3792,10.0,2004.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MANAUS,AM,BRASIL,0,1,23,7,2015,fim,3,semana,19,noite
21272,3992,AVIÃO,CESSNA AIRCRAFT,182A,PISTÃO,1.0,1202,0.0,1957.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,BOITUVA,SP,BRASIL,0,1,16,10,2014,meio,3,semana,20,noite
21290,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2012.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,SÃO JOSÉ DO XINGU,MT,BRASIL,0,1,4,1,2014,inicio,5,fds,17,tarde
21334,5982,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2012.0,BRASIL,ADMINISTRAÇÃO DIRETA,ARREMETIDA NO AR,POLICIAL,SUBSTANCIAL,0,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,IBATEGUARA,AL,BRASIL,0,1,20,5,2015,meio,2,semana,15,tarde
21374,5980,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1966.0,BRASIL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CAMBARÁ,PR,BRASIL,1,1,20,5,2015,meio,2,semana,14,tarde
